


Per-Stroke Data:

Interval,Distance (GPS),Distance (IMP),Elapsed Time,Split (GPS),Speed (GPS),Split (IMP),Speed (IMP),Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Heart Rate,Power,Catch,Slip,Finish,Wash,Force Avg,Work,Force Max,Max Force Angle,GPS Lat.,GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,2.6,0.0,00:00:00.9,00:05:31.1,1.51,00:00:00.0,0.00,64.5,1,2.6,0.0,---,---,---,---,---,---,---,---,---,---,32.76986700,130.75361430
1,9.0,0.0,00:00:02.9,00:02:54.8,2.86,00:00:00.0,0.00,31.0,2,6.4,0.0,---,---,---,---,---,---,---,---,---,---,32.76987250,130.75368260
1,15.7,0.0,00:00:04.8,00:02:33.3,3.26,00:00:00.0,0.00,31.5,3,6.7,0.0,---,---,---,---,---,---,---,---,---,---,32.76987760,130.75375340
1,23.8,0.0,00:00:06.9,00:02:15.5,3.69,00:00:00.0,0.00,29.0,4,8.1,0.0,---,---,---,---,---,---,---,---,---,---,32.76988360,130.75384010
1,32.1,0.0,00:00:09.1,00:02:13.6,3.74,00:00:00.0,0.00,27.0,5,8.3,0.0,---,---,---,---,---,---,---,---,---,---,32.76988910,130.75392830
1,40.4,0.0,00:00:11.3,00:02:14.7,3.71,00:00:00.0,0.00,27.0,6,8.3,0.0,---,---,---,---,---,---,---,---,---,---,32.76989360,130.75401690
1,63.5,0.0,00:00:20.6,00:07:56.1,1.05,00:00:00.0,0.00,41.5,7,23.1,0.0,---,---,---,---,---,---,---,---,---,---,32.76997910,130.75449910
1,65.2,0.0,00:00:22.6,00:08:25.0,0.99,00:00:00.0,0.00,10.0,8,1.7,0.0,---,---,---,---,---,---,---,---,---,---,32.76998770,130.75451410
1,66.9,0.0,00:00:24.1,00:08:25.0,0.99,00:00:00.0,0.00,30.5,9,1.7,0.0,---,---,---,---,---,---,---,---,---,---,32.76999720,130.75452830
1,68.9,0.0,00:00:26.2,00:08:25.0,0.99,00:00:00.0,0.00,31.5,10,2.0,0.0,---,---,---,---,---,---,---,---,---,---,32.77000980,130.75454350
1,70.9,0.0,00:00:28.1,00:08:05.4,1.03,00:00:00.0,0.00,29.0,11,2.0,0.0,---,---,---,---,---,---,---,---,---,---,32.77002460,130.75455650
1,72.5,0.0,00:00:29.7,00:08:05.4,1.03,00:00:00.0,0.00,36.0,12,1.5,0.0,---,---,---,---,---,---,---,---,---,---,32.77003650,130.75456570
1,74.3,0.0,00:00:31.8,00:08:15.0,1.01,00:00:00.0,0.00,29.0,13,1.9,0.0,---,---,---,---,---,---,---,---,---,---,32.77005130,130.75457540
1,76.3,0.0,00:00:33.9,00:08:30.2,0.98,00:00:00.0,0.00,30.5,14,2.0,0.0,---,---,---,---,---,---,---,---,---,---,32.77006760,130.75458430
1,77.7,0.0,00:00:35.5,00:08:57.6,0.93,00:00:00.0,0.00,33.0,15,1.4,0.0,---,---,---,---,---,---,---,---,---,---,32.77007890,130.75458940
1,79.6,0.0,00:00:38.1,00:09:41.3,0.86,00:00:00.0,0.00,23.5,16,1.9,0.0,---,---,---,---,---,---,---,---,---,---,32.77009550,130.75459510
1,80.7,0.0,00:00:41.7,00:13:01.2,0.64,00:00:00.0,0.00,17.0,17,1.1,0.0,---,---,---,---,---,---,---,---,---,---,32.77010510,130.75459960
1,81.3,0.0,00:00:44.3,00:22:31.3,0.37,00:00:00.0,0.00,25.0,18,0.6,0.0,---,---,---,---,---,---,---,---,---,---,32.77011110,130.75459860
1,81.3,0.0,00:00:44.9,00:32:03.0,0.26,00:00:00.0,0.00,63.0,19,0.0,0.0,---,---,---,---,---,---,---,---,---,---,32.77011180,130.75459780
1,81.7,0.0,00:00:50.1,00:46:17.7,0.18,00:00:00.0,0.00,12.5,20,0.3,0.0,---,---,---,---,---,---,---,---,---,---,32.77011590,130.75459300
1,81.8,0.0,00:00:50.9,00:59:31.4,0.14,00:00:00.0,0.00,51.0,21,0.1,0.0,---,---,---,---,---,---,---,---,---,---,32.77011740,130.75459120
1,82.2,0.0,00:00:54.1,00:41:40.0,0.20,00:00:00.0,0.00,38.0,22,0.5,0.0,---,---,---,---,---,---,---,---,---,---,32.77012160,130.75458590
