


Per-Stroke Data:

Interval,Distance (GPS),Distance (IMP),Elapsed Time,Split (GPS),Speed (GPS),Split (IMP),Speed (IMP),Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Heart Rate,Power,Catch,Slip,Finish,Wash,Force Avg,Work,Force Max,Max Force Angle,GPS Lat.,GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,0.6,0.0,00:00:01.9,00:52:04.9,0.16,---,---,31.0,1,0.6,0.0,---,---,---,---,---,---,---,---,---,---,32.77058030,130.74951920
1,5.3,0.0,00:00:04.7,00:11:34.4,0.72,00:00:00.0,0.00,26.0,2,4.7,0.0,---,---,---,---,---,---,---,---,---,---,32.77054160,130.74953870
1,7.4,0.0,00:00:05.7,00:04:34.7,1.82,00:00:00.0,0.00,42.0,3,2.1,0.0,---,---,---,---,---,---,---,---,---,---,32.77052530,130.74955120
1,16.2,0.0,00:00:09.1,00:03:17.6,2.53,00:00:00.0,0.00,18.5,4,8.8,0.0,---,---,---,---,---,---,---,---,---,---,32.77045850,130.74960140
1,25.3,0.0,00:00:12.1,00:03:05.8,2.69,00:00:00.0,0.00,19.0,5,9.1,0.0,---,---,---,---,---,---,---,---,---,---,32.77038980,130.74965340
1,34.8,0.0,00:00:15.3,00:02:54.2,2.87,00:00:00.0,0.00,19.5,6,9.5,0.0,---,---,---,---,---,---,---,---,---,---,32.77031710,130.74970680
1,44.4,0.0,00:00:18.5,00:02:51.8,2.91,00:00:00.0,0.00,18.5,7,9.6,0.0,---,---,---,---,---,---,---,---,---,---,32.77024340,130.74976030
1,53.6,0.0,00:00:22.0,00:02:53.0,2.89,00:00:00.0,0.00,19.0,8,9.2,0.0,---,---,---,---,---,---,---,---,---,---,32.77017310,130.74981190
1,62.7,0.0,00:00:25.0,00:02:52.4,2.90,00:00:00.0,0.00,19.0,9,9.1,0.0,---,---,---,---,---,---,---,---,---,---,32.77010430,130.74986360
1,72.1,0.0,00:00:28.0,00:02:43.9,3.05,00:00:00.0,0.00,20.5,10,9.4,0.0,---,---,---,---,---,---,---,---,---,---,32.77003260,130.74991730
1,80.7,0.0,00:00:30.3,00:02:34.3,3.24,00:00:00.0,0.00,23.5,11,8.6,0.0,---,---,---,---,---,---,---,---,---,---,32.76996740,130.74996640
1,89.1,0.0,00:00:32.7,00:02:29.2,3.35,00:00:00.0,0.00,24.5,12,8.4,0.0,---,---,---,---,---,---,---,---,---,---,32.76990280,130.75001360
1,97.6,0.0,00:00:35.1,00:02:24.9,3.45,00:00:00.0,0.00,25.0,13,8.5,0.0,---,---,---,---,---,---,---,---,---,---,32.76983750,130.75006090
1,106.1,0.0,00:00:37.5,00:02:22.0,3.52,00:00:00.0,0.00,25.0,14,8.5,0.0,---,---,---,---,---,---,---,---,---,---,32.76977220,130.75010780
1,114.2,0.0,00:00:40.0,00:02:20.0,3.57,00:00:00.0,0.00,26.0,15,8.0,0.0,---,---,---,---,---,---,---,---,---,---,32.76971050,130.75015250
1,122.8,0.0,00:00:42.1,00:02:16.2,3.67,00:00:00.0,0.00,26.0,16,8.7,0.0,---,---,---,---,---,---,---,---,---,---,32.76964330,130.75019940
1,131.0,0.0,00:00:44.3,00:02:16.2,3.67,00:00:00.0,0.00,27.0,17,8.2,0.0,---,---,---,---,---,---,---,---,---,---,32.76957980,130.75024270
1,139.2,0.0,00:00:46.5,00:02:17.7,3.63,00:00:00.0,0.00,27.0,18,8.2,0.0,---,---,---,---,---,---,---,---,---,---,32.76951520,130.75028470
1,147.4,0.0,00:00:49.0,00:02:16.2,3.67,00:00:00.0,0.00,26.0,19,8.2,0.0,---,---,---,---,---,---,---,---,---,---,32.76945010,130.75032580
1,156.2,0.0,00:00:51.1,00:02:13.3,3.75,00:00:00.0,0.00,27.0,20,8.8,0.0,---,---,---,---,---,---,---,---,---,---,32.76938000,130.75036960
1,164.4,0.0,00:00:53.3,00:02:14.4,3.72,00:00:00.0,0.00,28.0,21,8.2,0.0,---,---,---,---,---,---,---,---,---,---,32.76931460,130.75041070
1,172.7,0.0,00:00:55.5,00:02:16.2,3.67,00:00:00.0,0.00,27.0,22,8.3,0.0,---,---,---,---,---,---,---,---,---,---,32.76924910,130.75045190
1,181.0,0.0,00:00:58.0,00:02:13.6,3.74,00:00:00.0,0.00,27.0,23,8.3,0.0,---,---,---,---,---,---,---,---,---,---,32.76918360,130.75049460
1,189.3,0.0,00:00:59.9,00:02:13.3,3.75,00:00:00.0,0.00,28.0,24,8.3,0.0,---,---,---,---,---,---,---,---,---,---,32.76911770,130.75053650
1,197.6,0.0,00:01:02.1,00:02:13.3,3.75,00:00:00.0,0.00,27.0,25,8.3,0.0,---,---,---,---,---,---,---,---,---,---,32.76905260,130.75057870
1,205.2,0.0,00:01:04.2,00:02:14.4,3.72,00:00:00.0,0.00,27.0,26,7.6,0.0,---,---,---,---,---,---,---,---,---,---,32.76899290,130.75061800
1,213.9,0.0,00:01:06.5,00:02:14.7,3.71,00:00:00.0,0.00,27.0,27,8.8,0.0,---,---,---,---,---,---,---,---,---,---,32.76892390,130.75066320
1,222.2,0.0,00:01:08.8,00:02:14.7,3.71,00:00:00.0,0.00,27.0,28,8.3,0.0,---,---,---,---,---,---,---,---,---,---,32.76885860,130.75070510
1,230.4,0.0,00:01:10.9,00:02:15.5,3.69,00:00:00.0,0.00,28.0,29,8.2,0.0,---,---,---,---,---,---,---,---,---,---,32.76879400,130.75074660
1,237.4,0.0,00:01:13.0,00:02:14.7,3.71,00:00:00.0,0.00,29.0,30,7.1,0.0,---,---,---,---,---,---,---,---,---,---,32.76873830,130.75078290
1,246.2,0.0,00:01:15.2,00:02:10.8,3.82,00:00:00.0,0.00,27.0,31,8.8,0.0,---,---,---,---,---,---,---,---,---,---,32.76866960,130.75082840
1,254.5,0.0,00:01:17.3,00:02:11.9,3.79,00:00:00.0,0.00,29.0,32,8.3,0.0,---,---,---,---,---,---,---,---,---,---,32.76860460,130.75087130
1,262.2,0.0,00:01:19.3,00:02:14.7,3.71,00:00:00.0,0.00,28.0,33,7.7,0.0,---,---,---,---,---,---,---,---,---,---,32.76854440,130.75091150
1,270.5,0.0,00:01:21.5,00:02:11.5,3.80,00:00:00.0,0.00,29.0,34,8.4,0.0,---,---,---,---,---,---,---,---,---,---,32.76847890,130.75095520
1,278.2,0.0,00:01:23.5,00:02:12.2,3.78,00:00:00.0,0.00,29.0,35,7.7,0.0,---,---,---,---,---,---,---,---,---,---,32.76841880,130.75099530
1,286.6,0.0,00:01:25.7,00:02:12.9,3.76,00:00:00.0,0.00,28.0,36,8.4,0.0,---,---,---,---,---,---,---,---,---,---,32.76835340,130.75103920
1,294.3,0.0,00:01:28.0,00:02:10.8,3.82,00:00:00.0,0.00,29.0,37,7.7,0.0,---,---,---,---,---,---,---,---,---,---,32.76829320,130.75108040
1,302.1,0.0,00:01:29.7,00:02:10.8,3.82,00:00:00.0,0.00,29.0,38,7.8,0.0,---,---,---,---,---,---,---,---,---,---,32.76823260,130.75112240
1,310.4,0.0,00:01:31.9,00:02:10.8,3.82,00:00:00.0,0.00,29.0,39,8.3,0.0,---,---,---,---,---,---,---,---,---,---,32.76816840,130.75116710
1,329.9,0.0,00:01:37.9,00:02:19.2,3.59,00:00:00.0,0.00,10.5,40,19.6,0.0,---,---,---,---,---,---,---,---,---,---,32.76801590,130.75127060
1,338.9,0.0,00:01:40.9,00:02:39.7,3.13,00:00:00.0,0.00,18.5,41,8.9,0.0,---,---,---,---,---,---,---,---,---,---,32.76794610,130.75131800
1,361.5,0.0,00:01:53.9,00:04:17.7,1.94,00:00:00.0,0.00,11.5,42,22.7,0.0,---,---,---,---,---,---,---,---,---,---,32.76770090,130.75147890
